257532750.12,SZ000758,1155672279.51,23900081009.88,23900081009.88,4549840729.08,中色股份,2017-06-30,0,7726032960.7,6972648038.56,16927432971.32,3501475345.37,9.127E7,14366836704.23,2107673923.26,312740581.37,177787516.77,29882416.76,16701579521.02,16927432971.32,403199334.18,196937.84
155093762.08,SZ000758,1170865773.41,25090177086.75,25090177086.75,5081900295.24,中色股份,2017-03-31,0,3295498819.2,7056292061.57,18033885025.18,3579494458.42,3.772E7,15851539448.66,2063891997.86,312740581.37,187732536.08,28939079.62,17630496375.39,18033885025.18,237094271.89,196937.84
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
36704985.28,SZ300331,63509880.05,2014213361.9,2014213361.9,283570743.25,苏大维格,2018-06-30,12.09,533687129.8,1420353441.63,593859920.27,293653054.89,2.734E7,561453022.68,217811608.94,33193362.21,18724650.43,346246.85,1073277563.44,593859920.27,44568136.8,22604.88
15410426.92,SZ300331,63889266.2,1997336721.63,1997336721.63,288426079.57,苏大维格,2018-03-31,0,260277207.45,1417142770.38,580193951.25,300675727.98,1.417E7,539482650.72,213394985.73,33193362.21,18396163.43,,1061558957.96,580193951.25,18800059.36,22604.88
76607914.51,SZ300331,64291294.69,1842434144.8,1842434144.8,264991292.51,苏大维格,2017-12-31,0,944117737.91,1401732343.46,440701801.34,307532272.38,5.084E7,396166756.26,197003779.3,33193362.21,17756526.71,151179.64,917694743.2,440701801.34,92619851.54,22604.88
58165302.16,SZ300331,64696036.44,1818797265.48,1818797265.48,236893503.17,苏大维格,2017-09-30,0,643438850.57,1383289731.11,435507534.37,296130421.58,3.2E7,388620925.27,181629116.66,28323946.82,17209826.93,,937151065,435507534.37,71529488.28,22604.88
33763181.06,SZ300331,65106205.83,1823554452.02,1823554452.02,204651150.23,苏大维格,2017-06-30,0,417549294.78,1358887610.01,464666842.01,300481535.11,2.012E7,426228385.55,156324237.53,28323946.82,17448857.23,,948278750.4,464666842.01,41474755.1,22604.88
10512234.2,SZ300331,65200894.95,1807596553.33,1807596553.33,199566658.89,苏大维格,2017-03-31,0,191531794.68,1346939105.2,460657448.13,307364854.28,9720000.0,417414807.09,143629439.36,28323946.82,16905906.39,,942730471.03,460657448.13,13646767.76,22604.88
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
1274908709.2,SZ002092,699875322.09,61189420739.51,61189420739.51,3621091862,中泰化学,2018-06-30,8.42,27348868913.6,20128521167.92,41060899571.59,26390707092.74,1.25E9,29901080636.78,5938657101.82,427154400.72,76168720.56,259974438.13,23265486035.95,41060899571.59,1506912569.91,214644.96
430595010.48,SZ002092,730656666.03,59235300393.24,59235300393.24,3227443996.56,中泰化学,2018-03-31,0,10274887134.11,19580794947.61,39654505445.63,26537457637.05,5.44E8,29609418454.67,5442192993.92,427154400.72,81409616.94,194868563.6,22661925674.63,39654505445.63,503685400.46,214644.96
2453018140.36,SZ002092,716371034.74,55627409851.44,55627409851.44,2775438669.25,中泰化学,2017-12-31,0,41059027041.86,19147300528.71,36480109322.73,26753712612.17,2.39E9,25400553456.99,5017640145.8,427154400.72,72338848.68,203651524.56,19557155995.84,36480109322.73,2929812186.25,214644.96
2092920591.4,SZ002092,705149074.75,54768156197.46,54768156197.46,2884264340.13,中泰化学,2017-09-30,0,26888632090.58,18903094933.09,35865061264.37,26368350641.85,1.7100000000000002E9,23044054176.75,4920378428.76,271717611.86,71938780.73,229575870.38,19420350126.89,35865061264.37,2466604568.39,214644.96
1272905947.92,SZ002092,684847651.5,52432474407.43,52432474407.43,2784053139.65,中泰化学,2017-06-30,0,16800189095.04,18073583543.57,34358890863.86,26157840219.67,1.18E9,20352797267.92,4119371150.08,271717611.86,66554940.12,226078032.4,18191426242.59,34358890863.86,1510467474.22,214644.96
712267342.64,SZ002092,601079135.83,51122062563.38,51122062563.38,2802728641.21,中泰化学,2017-03-31,0,6727032264.64,17666021450.29,33456041113.09,25416636921.56,5.41E8,19295652976.88,3765713218.58,271717611.86,60709902.7,166652942.09,18396560720.63,33456041113.09,831788478.12,214644.96
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
353862005.52,SH600143,1625488322.27,21734643182.86,21734643182.86,3447939181.39,金发科技,2018-06-30,4.42,11957706009.21,10111087627.87,11623555554.99,6276921788.64,3.06E8,8313542146.29,3301177901.39,490063479.1,212112438.23,40758364.47,11426899416.35,11623555554.99,415666736,271678.48
188352433.89,SH600143,1579692049.41,21047327346.59,21047327346.59,3640923130.94,金发科技,2018-03-31,0,5537373729.43,10215229643.57,10832097703.02,6290650269.4,1.38E8,7261829023.16,3407762136.19,490063479.1,194064431.81,12953333.26,11342351182.05,10832097703.02,229130123,271678.48
551534151.16,SH600143,1591887549.17,20750139542.46,20750139542.46,3380649265.12,金发科技,2017-12-31,0,23137377932.87,10046693122.86,10703446419.6,6400385029.61,7.09E8,7142722213.97,3222135968.94,490063479.1,208796395.32,51966666.62,11329698525.46,10703446419.6,634787967.87,271678.48
461416739.7,SH600143,1522829259.48,20838566236.37,20838566236.37,3719234966.69,金发科技,2017-09-30,0,16586231793.82,9952957145.19,10885609091.18,5483194349.55,4.58E8,6912970422.64,3155566211,466508121.17,193186024.74,59761166.63,11568490402.11,10885609091.18,552134313.51,271678.48
240877683.59,SH600143,1772523179.75,21037683394.55,21037683394.55,3487744258.26,金发科技,2017-06-30,0,11059518615.88,9741619147.37,11296064247.18,5405213309.98,2.81E8,7270095577.95,2937225459.14,466508121.17,198892711.19,36266666.64,11833597407.13,11296064247.18,294868194.98,271678.48
127554838.22,SH600143,1677776169.88,22857506897,22857506897,3927285102.33,金发科技,2017-03-31,0,5389034426.16,9857961409.6,12999545487.4,5084499950.23,1.41E8,8931358521.21,3096551182.55,466508121.17,204542430.3,12916666.65,13793149701.33,12999545487.4,159113087.92,271678.48
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
85748087.4,SH600589,236574260.46,5383461354.11,5383461354.11,592802719.17,广东榕泰,2018-06-30,4.35,797343369.03,3120035453.91,2263425900.2,960252638.51,1.033E7,1827939892.76,968594349.66,143508414.09,16263213.75,,2635570957.59,2263425900.2,99270476.98,70530.58
32682330.35,SH600589,229307128.17,5152788079.9,5152788079.9,598617093.72,广东榕泰,2018-03-31,0,357799317.83,3107880085.17,2044907994.73,895363334.11,3620000.0,1751182425.79,956433949.11,143508414.09,15653077.77,,2552215696.15,2044907994.73,37752846.85,70530.58
133948439.62,SH600589,220655652.33,5869970321.12,5869970321.12,606306637.77,广东榕泰,2017-12-31,0,1643373662.2,3075195104.71,2794775216.41,910383111.62,2.347E7,2519686993.38,923748968.65,143508414.09,16263213.75,,3273900425.66,2794775216.41,151213647.21,70530.58
97679053.41,SH600589,227195210.23,5623393965.95,5623393965.95,586845959.59,广东榕泰,2017-09-30,0,1039046021.6,3045047819.22,2578346146.73,707631450.1,1.715E7,1520654074.91,888313171.05,142414201.06,15630302.78,,2923415995.35,2578346146.73,111435831.2,70530.58
65270270.64,SH600589,228564624.59,5322039875.43,5322039875.43,567238698.91,广东榕泰,2017-06-30,0,686689736.93,3012716485.54,2309323389.89,688904314.76,1.152E7,1258888123.33,855917371.4,142414201.06,15630302.78,,2657390574.07,2309323389.89,74002550.49,70530.58
29103312.61,SH600589,233650292.43,5321706745.6,5321706745.6,580765706.19,广东榕泰,2017-03-31,0,312719282.16,3015931811.73,2305774933.87,709081274.67,5430000.0,1245031173.32,859126266.43,142414201.06,15630302.78,,2640496359.49,2305774933.87,33395055.68,70530.58
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
-32915296.53,SZ000762,358402853.12,2968017326.12,2968017326.12,228739542.54,西藏矿业,2018-06-30,9.35,235039532.7,2561996145.32,406021180.8,358404400.73,7720000.0,354690531.18,-40663054.42,54741800.57,38052106.85,117500,1830689716.28,406021180.8,-27657024.7,52081.92
-21336100.68,SZ000762,359716647.43,3008644056.22,3008644056.22,200974012.17,西藏矿业,2018-03-31,0,90897101.55,2573666816.49,434977239.73,365911236.06,3740000.0,383646590.11,-21110376.46,54741800.57,35957113.2,117500,1875757531.62,434977239.73,-17637421.15,52081.92
87001610.95,SZ000762,361030726.71,3106891990.24,3106891990.24,190558103.34,西藏矿业,2017-12-31,0,667552807.85,2595002917.17,511889073.07,374977592.74,1.79E7,460558423.45,-3428238.23,54741800.57,39310897.58,195833.34,1959432762.17,511889073.07,119026046.44,52081.92
43382142.92,SZ000762,362346544.18,3174968099.21,3174968099.21,108195943.09,西藏矿业,2017-09-30,0,426049374.87,2551307877.87,623660221.34,378935515.66,1.174E7,571007382.41,-33537485.82,54741800.57,43904609.45,236151.52,2020056751.81,623660221.34,57218838.41,52081.92
-37592540.35,SZ000762,363667679.45,3062537740.35,3062537740.35,121937332.69,西藏矿业,2017-06-30,0,164327337.12,2470209721.2,592328019.15,379432401.92,6690000.0,539663884.71,-70583733.42,54741800.57,40115824.52,236151.5,1910575262.8,592328019.15,-31357345.47,52081.92
-24344982.75,SZ000762,364762468.77,2875185675.68,2875185675.68,110510393.93,西藏矿业,2017-03-31,0,60387471.15,2484037003.95,391148671.73,387653676.72,3050000.0,338483319.29,-60501031.19,54741800.57,38753891.32,118651.5,1716181267.06,391148671.73,-18876100.35,52081.92
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
16371087.38,SH600319,127520813.32,1401633030.61,1401633030.61,159578823.63,亚星化学,2018-06-30,4.8,1061516519.07,48497105.39,1353135925.22,723555463.61,3.2E7,1305566590.52,-1169354609.11,49809366.42,,,533374426.19,1353135925.22,16371087.38,31559.4
11332210.51,SH600319,128429019.46,1422173509.01,1422173509.01,188672347.95,亚星化学,2018-03-31,0,505538097.02,43710916.3,1378462592.71,740047619.5,1.516E7,1329964833.03,-1174393485.98,49809366.42,,,536108939.93,1378462592.71,11332210.51,31559.4
26614627.08,SH600319,129167581.42,1520827566.45,1520827566.45,168980498.27,亚星化学,2017-12-31,0,1949780674.15,32622536.88,1488205029.57,756493709.29,6.802E7,1439665441.44,-1185725696.49,49809366.42,,,615772187.91,1488205029.57,26614627.08,31559.4
7893198.63,SH600319,117081236.68,1735659524.34,1735659524.34,148893773.78,亚星化学,2017-09-30,0,1434045963.84,14485756.57,1721173767.77,766486478.53,5.88E7,1676822362.47,-1204447124.94,49809366.42,,,815630958.61,1721173767.77,7893198.63,31559.4
7444721.48,SH600319,117819110.77,1725561995.18,1725561995.18,198734341.7,亚星化学,2017-06-30,0,945619660.7,15367003.93,1710194991.25,782212802.95,3.913E7,1663808902.81,-1204895602.09,49809366.42,,,797715064.46,1710194991.25,7444721.48,31559.4
207314.13,SH600319,118556984.86,1680341213.26,1680341213.26,150916494.46,亚星化学,2017-03-31,0,469190375.05,7919788.51,1672421424.75,791474864.47,1.67E7,1624498175.13,-1133698077.32,49809366.42,,,738998010.37,1672421424.75,207314.13,31559.4
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
469278089.65,SZ000559,186819345.28,12065799785.4,12065799785.4,1886452560.78,万向钱潮,2018-06-30,5.73,5883932683.4,5311438457.88,6754361327.52,2891198044.69,1.82E8,5278313979.42,1524563791.02,421483656.5,44702437.26,2356050,7520731723.76,6754361327.52,517810675.96,275315.95
258255944.04,SZ000559,196054242.54,11758176587.49,11758176587.49,1884753912.67,万向钱潮,2018-03-31,0,2901150732.39,5643142221.91,6115034365.58,2925737806.73,9.254E7,5176003695.93,1872141470.54,421483656.5,38457416.52,1383167.68,7184103591.16,6115034365.58,286130265.36,275315.95
923541531.96,SZ000559,194228075.23,11529364252.34,11529364252.34,1869791896.45,万向钱潮,2017-12-31,0,11154241411.27,5392301286.79,6137062965.55,3034096996.58,3.7E8,5279901422.27,1624998466.17,421483656.5,39147155.85,1270546.8,6976252910.54,6137062965.55,1029992254.57,275315.95
659359423.05,SZ000559,194376560.22,11070646448.95,11070646448.95,1749061985.22,万向钱潮,2017-09-30,0,8046479315.36,5154052630.81,5916593818.14,2871029660.95,2.85E8,5087674434.49,1425854183.47,361587129.33,38145803.32,1039770.86,6657414912.56,5916593818.14,727734389.69,275315.95
471435428.85,SZ000559,193163866.14,11019613058.41,11019613058.41,1655695060.91,万向钱潮,2017-06-30,0,5535339786.3,4966128636.61,6053484421.8,2849251247.21,1.79E8,5218445208.81,1247515358.5,361587129.33,40809850.33,1781357.97,6676279688.86,6053484421.8,514001770.69,275315.95
253555709.61,SZ000559,194041391.16,11977365099.51,11977365099.51,1626673599.62,万向钱潮,2017-03-31,0,2944706299.98,4970876482.51,7006488617,2896554814.61,9.803E7,6165733784.77,1725498176.14,361587129.33,44640141.17,84336700.69,7599767236.1,7006488617,285841789.49,275315.95
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
100172323.35,SZ002254,71270064.43,3719735496.1,3719735496.1,462998224.77,泰和新材,2018-06-30,11.68,996723879.38,2345000393.54,1374735102.56,1594486355.64,2.302E7,1322820671.5,945934801.65,315800887.29,8844557.94,,1938513852.53,1374735102.56,111742428.68,61083.36
36203175.75,SZ002254,42203335.48,2748200933.55,2748200933.55,353307205.37,泰和新材,2018-03-31,0,437554402.35,2224961154.98,523239778.57,853267826.77,7160000.0,469714010.87,911972138.71,315800887.29,9716633.87,,1759227145.41,523239778.57,43981209.04,61083.36
106747715.13,SZ002254,42516260.68,2619002921.24,2619002921.24,243237945.89,泰和新材,2017-12-31,0,1554900973.06,2189134283.73,429868637.51,875193489.81,5.457E7,375680458.37,876260871.84,315800887.29,9756353.01,,1608128729.31,429868637.51,123124556.79,61083.36
74020796.22,SZ002254,41677408.95,2532641249.15,2532641249.15,199321343.25,泰和新材,2017-09-30,0,1257691787.26,2167150823.77,365490425.38,904074447.32,3.813E7,298387066.51,855263553.85,306017090.96,9406580.05,,1514187295.92,365490425.38,92746761.43,61083.36
65923765.35,SZ002254,41892617.9,2697611584.56,2697611584.56,300323007.3,泰和新材,2017-06-30,0,839211547.01,2225303944.8,472307639.76,930225281.94,2.375E7,409997162.84,908669389.59,306017090.96,9562329.14,,1652672811.36,472307639.76,80138702.16,61083.36
30748088.11,SZ002254,42276218.55,2660037744.38,2660037744.38,257851901.92,泰和新材,2017-03-31,0,421494740.82,2190517717.29,469520027.09,959645448.98,9660000.0,406008271.51,874960692.47,306017090.96,9654168.82,,1586380674.52,469520027.09,36917674.35,61083.36
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
18356841.41,SZ300328,39509067.95,1817149415.88,1817149415.88,191167458.15,宜安科技,2018-06-30,6.38,402777492.21,1314211259.86,502938156.02,504908591.68,1.96E7,342587054.72,247934802.97,31744221.23,17057791.03,,965924116.16,502938156.02,19011963.71,46028.24
-194975.85,SZ300328,39922432.32,1839252241.01,1839252241.01,158637435.76,宜安科技,2018-03-31,0,165628265.36,1266330337.06,572921903.95,503660466.02,7420000.0,314520098.38,240901727.96,31744221.23,12540959.12,4017534.25,1025245008.36,572921903.95,1090882.67,46028.24
26107221.12,SZ300328,40686016.16,1483864027.58,1483864027.58,131166502.1,宜安科技,2017-12-31,0,810734360.91,832291054.03,651572973.55,510395634.89,4.285E7,392887727.31,237836669.14,31744221.23,12545265.87,3050181.4,689489866.86,651572973.55,27735045.84,41028.24
